shell,test_distance,difference
PAPA205_203MM_AP_ILLINOIS,10000,6.666192594673159
PAPA021_Shell_127mm_AP_AP,0,-6.658137646894691
PJPA090_AP_TST_ZAO,15000,6.648821972046037
PJPA038_Shell_203mm_AP_AP_Type_92,15000,6.648821972046037
PXPA038_Shell_203mm_AP_AP_Type_92,15000,6.648821972046037
PGPA067_150MM_AP_PSGR_L4_5,15000,6.6450440359984375
PGPA120_150MM_AP_SCHONBERG,15000,6.6450440359984375
PGPA079_150MM_AP_Z39,15000,6.6450440359984375
PAPA037_Shell_203mm_AP_AP_260lbs,20000,6.636683984154557
PRPA111_152MM_AP_MK2,20000,6.62334901856243
PGPA073_88MM_AP_SK_L45,5000,6.621942631818589
PBPA087_203MM_AP_LONDON,20000,6.601296282029767
PBPA079_203MM_AP_EXETER,20000,6.601296282029767
PSPA022_203MM_50_AP,20000,6.601296282029767
PBPA991_234MM_AP_CYCLOPS,25000,6.5993534664269715
PBPA108_234MM_AP_GIBRALTAR,25000,6.5993534664269715
PBPA092_234MM_AP_CHESHIRE,25000,6.5993534664269715
PBPA134_234MM_AP_MONMOUTH,25000,6.5993534664269715
PBPA084_234MM_AP_6CRH,25000,6.5993534664269715
PUPA016_120_AP_HURON,10000,6.5697890300066675
PAPA115_457MM_AP_OHIO_SH,25000,6.568206870612814
PAPA105_457MM_AP_GEORGIA_SH,25000,6.568206870612814
PRPA065_130MM_AP_KHABAROVSK,15000,6.561117881792655
PRPA011_130MM_AP_PB_46_B2U,15000,6.561117881792655
PBPA033_343MM_MV_IA_AP,20000,6.5424957182612875
PVPA020_152MM_AP_6CRH_MK4,15000,6.533460614021669
PFPA032_305MM_45_1910_AP,15000,6.52574420220946
PAPA150_152MM_AP_VALLEJO,15000,6.520925081115392
PJPA100_510MM_AP_SHIKISHIMA,30000,6.513770734033297
PJPA118_510MM_AP_SATSUMA,30000,6.513770734033297
PJPA127_127MM_AP_TOKACHI,0,-6.494012231248647
PJPA016_127MM_AP_YUKIKAZE,0,-6.494012231248647
PJPA120_127MM_AP_T11,0,-6.494012231248647
PJPA011_Shell_127mm_AP_Type_0,0,-6.494012231248647
PJPA083_127_AP_ASASHIO,0,-6.494012231248647
PJPA075_127mm_50_AP_HAREKAZE,0,-6.494012231248647
PJPA097_127MM_AP_HAYATE,0,-6.494012231248647
PJPA094_127MM_AP_YUDACHI,0,-6.494012231248647
PIPA027_150MM_AP_PSGR_L3_7,10000,6.465080448829874
PGPA019_150MM_AP_PSGR_L3_7,10000,6.465080448829874
PWPA013_120_50_AP_M42,10000,6.4631634461013165
PGPA028_105MM_AP_EMDEN,5000,6.42320385411963
PGPA014_105MM_AP_SAP_PZ_GR,5000,6.423203854119586
PXPA062_203MM_50_1924_AP,15000,6.3954033079622
PFPA092_203MM_AP_DUPLEIX,15000,6.3954033079622
PFPA019_203MM_50_1924_AP,15000,6.3954033079622
PBPA134_234MM_AP_MONMOUTH,20000,6.378196179242734
PBPA084_234MM_AP_6CRH,20000,6.378196179242734
PBPA991_234MM_AP_CYCLOPS,20000,6.378196179242734
PBPA108_234MM_AP_GIBRALTAR,20000,6.378196179242734
PBPA092_234MM_AP_CHESHIRE,20000,6.378196179242734
PIPA039_203MM_53_AP_GORIZIA,25000,6.373674885745628
PIPA035_203MM_53_1927_AP,25000,6.373674885745628
PSPA015_203MM_53_1927_AP,25000,6.373674885745628
PAPA123_457MM_AP_18_47_B1,20000,6.371135814301243
PAPA991_457MM_AP_CONNECTICUT,20000,6.371135814301243
PAPA993_457MM_AP_UTAH,20000,6.371135814301243
PHPA020_120_AP_GRONINGEN,10000,6.367990140843038
PWPA017_120_AP_50_M50,10000,6.367990140843038
PWPA019_120MM_AP_SMALAND,10000,6.367990140843038
PWPA027_120_AP_T11,10000,6.367990140843038
PHPA002_120_AP_FRIESLAND,10000,6.367990140843038
PRPA113_180MM_AP_CM_48,25000,6.3503887511661805
PGPA020_150MM_AP_PSGR_L3_7_C25,15000,6.32990521752399
PGPA114_150MM_AP_WEIMAR,15000,6.32990521752399
PRPA067_150MM_AP_MAKAROV,15000,6.32990521752399
PGPA141_150MM_AP_LEIPZIG,15000,6.32990521752399
PAPA110_127MM_AP_HILL,10000,6.322561113503178
PZPA053_127MM_AP_SC_MK_38,10000,6.322561113503178
PAPA158_127MM_AP_HALFORD,10000,6.322561113503178
PAPA078_127MM_AP_KIDD,10000,6.322561113503178
PAPA086_127MM_AP_MONAGHAN,10000,6.322561113503178
PAPA004_Shell_127mm_AP_SC_Mk_38,10000,6.322561113503178
PAPA070_127MM_AP_BLACK,10000,6.322561113503178
PXPA064_Shell_127mm_AP_SC_Mk_38,10000,6.322561113503178
PAPA068_127MM_AP_FLINT,10000,6.322561113503178
PZPA004_127_AP_LO_YANG,10000,6.322561113503178
PAPA113_127mm_AP_SOMERS,10000,6.322561113503178
PWPA029_127MM_AP_VELOS,10000,6.322561113503178
PAPA109_127MM_AP_BENHAM,10000,6.322561113503178
PZPA008_127_AP_MK_38,10000,6.322561113503178
PZPA061_127MM_AP_T11,10000,6.322561113503178
PAPA156_406MM_AP_WVIRGINIA_44,25000,6.306945948915477
PIPA034_203MM_50_1924_AP,15000,6.303799820939893
PIPA037_203MM_50_AP_GENOVA,15000,6.303799820939893
PRPA117_180_AP_B_32_S_MIKOYAN,15000,6.298792216781313
PRPA073_356MM_AP_1911,30000,6.296027538801163
PAPA093_203MM_AP_WICHITA,20000,6.265748137936966
PAPA001_Shell_203mm_AP_AP_Mk_19,20000,6.265748137936966
PAPA064_SHELL_203MM_AP_INDIANAPOLIS,20000,6.265748137936966
PAPA121_203MM_AP_ANCHORAGE,20000,6.265748137936966
PAPA014_Shell_406mm_AP_AP_Mk_8,20000,6.262527331386014
PAPA072_406MM_AP_MISSOURI,20000,6.262527331386014
PXPA087_MONTANA_H2019_AP,20000,6.262527331386014
PAPA103_406_AP_TST_MONTANA,20000,6.262527331386014
PAPA074_406MM_AP_ALABAMA,15000,6.249076224800265
PAPA011_Shell_406mm_AP_AP_Mk_8,15000,6.249076224800265
PAPA080_406MM_AP_MASS,15000,6.249076224800265
PAPA141_406MM_AP_KEARSARGE,15000,6.249076224800265
PAPA076_406MM_AP_ALABAMA,15000,6.249076224800265
PAPA133_406MM_AP_ALABAMA_VL,15000,6.249076224800265
PXPA051_Shell_406mm_AP_AP_Mk_8,15000,6.249076224800265
PJPA050_305mm_AP_APC_Mark_VI,15000,6.241184661850041
PAPA117_305MM_AP_P_RICO_MK18M1,15000,6.229403600606531
PAPA137_305MM_AP_CONGRESS,15000,6.229403600606531
PAPA088_305MM_AP_ALASKA_MK18M1,15000,6.229403600606531
PJPA100_510MM_AP_SHIKISHIMA,25000,6.226860442749538
PJPA118_510MM_AP_SATSUMA,25000,6.226860442749538
PGPA077_128MM_AP_T61,10000,6.219244707451943
PGPA065_128MM_AP_SK_C34,10000,6.219244707451943
PGPA096_128MM_AP_Z35,10000,6.219244707451943
PGPA104_128MM_AP_Z44,10000,6.219244707451943
PXPA045_128MM_AP_SK_C34,10000,6.219244707451943
PAPA148_127MM_AP_S_DIEGO,20000,6.213633100837179
PAPA061_SHELL_152MM_AP_SC_MK_27_MOD_5,15000,6.208413159272896
PGPA135_210MM_AP_T11,25000,6.208396561315532
PRPA006_Shell_152mm_AP_SC_Mk_27_Mod_2,15000,6.2044801797931814
PFPA023_240MM_55_AP,30000,6.181823587219526
PFPA081_240MM_55_AP_T11,30000,6.181823587219526
PRPA119_180_AP_BAGRATION,15000,6.176073679336658
PRPA202_152MM_AP_POZHARSKY,20000,6.173891335044868
PIPA005_320MM_AP_Model1936,20000,6.1735143248762725
PIPA018_320MM_AP_GCESARE,20000,6.1735143248762725
PRPA137_320MM_AP_NOVOROS,20000,6.1735143248762725
PGPA023_203MM_AP_PZ_SPR_GGR_L4_4,25000,6.16541148040064
PHPA024_203MM_AP_SPEIJK,25000,6.16541148040064
PGPA063_203MM_AP_P_O,25000,6.16541148040064
PXPA069_203MM_AP_PZ_SPR_GGR_L4_4,25000,6.16541148040064
PHPA011_203MM_AP_PZ_SPR_GGR_L4_4,25000,6.16541148040064
PJPA048_200mm_AP_APC_Type_5,25000,6.137100026511733
PZPA030_203MM_AP_MARTEL_CN,15000,6.132473732880306
PFPA021_203MM_55_1931_AP,15000,6.132473732880306
PRPA073_356MM_AP_1911,25000,6.111778191923656
PBPA090_190MM_AP_200LBS,15000,6.105119789957381
PRPA094_406MM_AP_LENIN,30000,6.104949835366691
PRPA128_406MM_AP_V_I_LENIN,30000,6.104949835366691
PXPA036_220_AP_B_23,0,6.087683318176218
PZPA059_140MM_AP_NING_HAI,10000,6.074330317868859
PJPA106_140MM_AP_KITAKAMI,10000,6.074330317868859
PJPA013_Shell_140mm_AP_C_capped,10000,6.074330317868859
PAPA105_457MM_AP_GEORGIA_SH,20000,6.070207936833083
PAPA115_457MM_AP_OHIO_SH,20000,6.070207936833083
PFPA081_240MM_55_AP_T11,25000,6.068228150959176
PFPA023_240MM_55_AP,25000,6.068228150959176
PWPA043_152MM_53_AP_ELLI,15000,6.046404510927461
PIPA004_152MM_53_AP_EARLY_DUCA,15000,6.046404510927461
PBPA011_152MM_AP_4CRH,10000,6.0397888357252905
PVPA026_152MM_AP_4CRH,10000,6.0397888357252905
PRPA109_220MM_AP_B43,30000,6.035922679529393
PSPA024_203MM_AP_NUMANCIA,20000,6.032952038620976
PBPA086_203MM_AP_256LBS,20000,6.032952038620976
PBPA137_203MM_AP_NOTTINGHAM,20000,6.032952038620976
PAPA021_Shell_127mm_AP_AP,15000,5.997677002346036
PGPA109_150MM_AP_PSGR_L3_7_C25_AUSF_C,20000,5.984354592000152
PVPA028_152MM_AP_105LBS,10000,5.980259813547484
PXPA012_152MM_AP_DR_FRANKY,10000,5.980259813547484
PAPA095_152MM_AP_CHARLSTON,10000,5.980259813547484
PVPA005_AP_ALBANY_ABREU,10000,5.980259813547484
PAPA027_Shell_152mm_AP_AP_105lbs,10000,5.980259813547484
PJPA048_200mm_AP_APC_Type_5,20000,5.961729795520809
PAPA156_406MM_AP_WVIRGINIA_44,20000,5.9538926288556615
PGPA112_150MM_AP_PSGR_L4_5_AUSF_B,15000,5.9441764611008585
PGPA108_150MM_AP_PSGR_L3_7_C25_AUSF_B,0,-5.940297924134552
PFPA034_340MM_45_1912_AP,25000,5.936000242346351
PRPA036_220_AP_B_23,30000,5.934390982564075
PAPA025_Shell_305mm_AP_AP,25000,5.922068670988723
PRPA094_406MM_AP_LENIN,25000,5.921804425899668
PRPA128_406MM_AP_V_I_LENIN,25000,5.921804425899668
PBPA130_203MM_AP_HAMPSHIRE,25000,5.912646474715455
PSPA005_135MM_AP_BAZAN_IT,15000,5.906652420772329
PWPA009_120MM_AP_45_M24,10000,5.90636957774866
PGPA061_305MM_AP_KA,25000,5.905655543559241
PGPA139_305MM_AP_A_SCHRODER,25000,5.905655543559241
PGPA032_305MM_AP_PZ_GR_L3_4,25000,5.905655543559241
PXPA084_HINDEN_H2019_AP,30000,5.89852466706442
PJPA102_150MM_55_AP_C28_HAREKAZE_2,15000,5.883923203272401
PJPA074_127mm_AP_Mk42_Harekaze,10000,5.8689042447593875
PJPA063_100MM_AP_C_TYPE_98_MG,10000,5.863537339614355
PJPA077_100MM_AP_HAREKAZE,10000,5.863537339614355
PXPA014_120MM_AP_HELLSINK,10000,5.85488199303239
PJPA023_Shell_120mm_AP_C_Type_0,10000,5.85488199303239
PFPA006_165MM_45_1893_AP,10000,5.8506098145731045
PJPA922_Shell_203mm_AP_AP_Type_91,15000,5.847485741671021
PJPA008_Shell_203mm_AP_AP_Type_91,15000,5.847485741671021
PJPA920_Shell_203mm_AP_AP_Type_91,15000,5.847485741671021
PJPA918_Shell_203mm_AP_AP_Type_91,15000,5.847485741671021
PJPA122_203MM_AP_MAYA2,15000,5.847485741671021
PFPA059_139MM_55_1924_AP,15000,5.84052751091142
PFPA051_139MM_AP_TERRIBLE_1924,15000,5.84052751091142
PFPA055_AP_TST_TERRIBLE,15000,5.84052751091142
PXPA084_HINDEN_H2019_AP,25000,5.830038216868094
PGPA137_350MM_AP_ANHALT,0,-5.81751643454842
PXPA002_283MM_AP_HYDE,15000,5.81712565544068
PGPA056_283MM_AP_PZ_GR_L3_2,15000,5.81712565544068
PBPA098_305MM_AP_AGINCOURT,25000,5.813719669755701
PBPA075_305MM_AP_DREAD,25000,5.813719669755701
PBPA115_305MM_MX_AP_BC,25000,5.813719669755701
PVPA008_305MM_MX_AP_JANEIRO,25000,5.813719669755701
PBPA028_305MM_MX_AP,25000,5.813719669755701
PHPA022_150MM_AP_TROMP,15000,5.773468626222034
PHPA009_150MM_AP_BOFORS,15000,5.773468626222034
PJPA118_510MM_AP_SATSUMA,20000,5.772347127582145
PJPA100_510MM_AP_SHIKISHIMA,20000,5.772347127582145
PBPA002_381mm_AP_APC_MarkXXIIb,25000,5.755449937757096
PWPA004_305MM_AP_VIRIBUS,15000,5.751591151224034
PXPA078_305MM_AP_ALASKA_H2019,5000,-5.716078167406568
PBPA053_381MM_AP_MKXXIIB_C,25000,5.715956013994039
PBPA024_381MM_AP_HOOD,25000,5.715956013994039
PBPA103_381MM_AP_REPULSE,25000,5.715956013994039
PBPA119_381MM_AP_MKXXIIB_BC,25000,5.712686946542256
PBPA133_381MM_AP_RENOWN,25000,5.712686946542256
PAPA025_Shell_305mm_AP_AP,20000,5.706774510449453
PAPA128_Shell_406mm_AP_AP_Mk_8_Mod1,25000,5.701429446619355
PIPA035_203MM_53_1927_AP,20000,5.686640840343582
PIPA039_203MM_53_AP_GORIZIA,20000,5.686640840343582
PSPA015_203MM_53_1927_AP,20000,5.686640840343582
PUPA012_114MM_AP_VAMPIRE_2,5000,5.675519216009328
PBPA062_114MM_SAP_55LB,5000,5.675519216009328
PZPA048_114MM_AP_MK16,5000,5.675519216009328
PRPA901_220MM_AP_PETROZ,20000,5.665775240215365
PRPA123_220MM_AP_B44,20000,5.665775240215365
PJPA129_150MM_60_AP_CL,20000,5.633860988883499
PJPA129_150MM_60_AP_CL,0,-5.627808773175591
PGPA143_105MM_AP_Z_42,10000,5.614254045876477
PRPA109_220MM_AP_B43,25000,5.607113355496862
PBPA028_305MM_MX_AP,20000,5.600574665018554
PVPA008_305MM_MX_AP_JANEIRO,20000,5.600574665018554
PBPA115_305MM_MX_AP_BC,20000,5.600574665018554
PBPA075_305MM_AP_DREAD,20000,5.600574665018554
PBPA098_305MM_AP_AGINCOURT,20000,5.600574665018554
PRPA104_356MM_AP_1938_POLTAVA,30000,5.581959364311384
PAPA991_457MM_AP_CONNECTICUT,15000,5.5663071132690645
PAPA123_457MM_AP_18_47_B1,15000,5.5663071132690645
PAPA993_457MM_AP_UTAH,15000,5.5663071132690645
PJPA030_Shell_305mm_AP_APC_41_year_Type,25000,5.562380423255675
PBPA130_203MM_AP_HAMPSHIRE,20000,5.543076836964489
PWPA002_120_AP_BLYSKAWICA,10000,5.535213204721612
PWPA021_120_AP_50_M36,10000,5.535213204721612
PBPA043_356MM_MVII_MVIIB_AP,25000,5.529132098326328
PBPA110_356MM_AP_MARLB,25000,5.529132098326328
PBPA059_356MM_AP_DUKE,25000,5.529132098326328
PFPA034_340MM_45_1912_AP,20000,5.52212645180008
PAPA037_Shell_203mm_AP_AP_260lbs,15000,5.515254032043759
PBPA031_343MM_MV_IIA_AP,25000,5.50898446285677
PBPA117_343MM_MV_AP_BC,25000,5.50898446285677
PXPA081_HENRI_H2019_AP,30000,5.485506442828214
PGPA023_203MM_AP_PZ_SPR_GGR_L4_4,20000,5.463600986018613
PXPA069_203MM_AP_PZ_SPR_GGR_L4_4,20000,5.463600986018613
PGPA063_203MM_AP_P_O,20000,5.463600986018613
PHPA024_203MM_AP_SPEIJK,20000,5.463600986018613
PHPA011_203MM_AP_PZ_SPR_GGR_L4_4,20000,5.463600986018613
PVPA018_152MM_AP_130LBS_MK35,10000,5.442085843154265
PGPA032_305MM_AP_PZ_GR_L3_4,20000,5.4357728779448555
PGPA139_305MM_AP_A_SCHRODER,20000,5.4357728779448555
PGPA061_305MM_AP_KA,20000,5.4357728779448555
PJPA063_100MM_AP_C_TYPE_98_MG,0,-5.429021365108988
PJPA077_100MM_AP_HAREKAZE,0,-5.429021365108988
PHPA015_152MM_AP_DE_ZEVEN,15000,5.423406950169518
PHPA013_152MM_AP_BOFORS,15000,5.423406950169518
PVPA036_152MM_AP_GRAU,15000,5.423406950169518
PWPA025_152MM_AP_RAGNAR,15000,5.423406950169518
PGPA135_210MM_AP_T11,20000,5.422764446308204
PJPA033_Shell_305mm_AP_APC_41_year_Type,20000,5.417497096010915
PBPA033_343MM_MV_IA_AP,15000,5.4128781420485605
PRPA073_356MM_AP_1911,20000,5.399267199966773
PXPA087_MONTANA_H2019_AP,15000,5.389612348429895
PAPA103_406_AP_TST_MONTANA,15000,5.389612348429895
PAPA014_Shell_406mm_AP_AP_Mk_8,15000,5.389612348429895
PAPA072_406MM_AP_MISSOURI,15000,5.389612348429895
PIPA030_203MM_55_1924_AP,30000,5.368773333192345
PRPA036_220_AP_B_23,25000,5.368659741262416
PHPA004_240MM_55_AP,30000,5.342954327859029
PAPA115_457MM_AP_OHIO_SH,15000,5.337503549716116
PAPA105_457MM_AP_GEORGIA_SH,15000,5.337503549716116
PFPA023_240MM_55_AP,20000,5.330800187483287
PFPA081_240MM_55_AP_T11,20000,5.330800187483287
PRPA009_102MM_AP_1915,5000,5.319328245666277
PUPA010_152MM_AP_MYSORE,10000,5.315035829187598
PFPA015_152MM_55_1930_AP_1937,10000,5.315035829187598
PFPA067_152MM_BAYARD,10000,5.315035829187598
PFPA027_152MM_GRASSE_AP,10000,5.315035829187598
PRPA038_180_AP_B_32_F,15000,5.305468983979589
PRPA047_180_AP_MOLOTOV,15000,5.305468983979589
PAPA148_127MM_AP_S_DIEGO,15000,5.2903779006596485
PBPA002_381mm_AP_APC_MarkXXIIb,20000,5.2884474294684125
PSPA022_203MM_50_AP,15000,5.287188988852098
PBPA087_203MM_AP_LONDON,15000,5.287188988852098
PBPA079_203MM_AP_EXETER,15000,5.287188988852098
PRPA128_406MM_AP_V_I_LENIN,20000,5.284913416106352
PRPA094_406MM_AP_LENIN,20000,5.284913416106352
PRPA063_130MM_AP_PB46_OLD_GUNS,10000,5.251966255455609
PRPA045_130_AP_KK,10000,5.251966255455609
PRPA055_130MM_AP_OHOTNIK,10000,5.251966255455609
PRPA048_130_AP_P_1917,10000,5.251966255455609
PRPA113_180MM_AP_CM_48,20000,5.241638476834853
PBPA053_381MM_AP_MKXXIIB_C,20000,5.240707602433692
PBPA103_381MM_AP_REPULSE,20000,5.240707602433692
PBPA024_381MM_AP_HOOD,20000,5.240707602433692
PBPA119_381MM_AP_MKXXIIB_BC,20000,5.237684208269822
PBPA133_381MM_AP_RENOWN,20000,5.237684208269822
PRPA037_180_AP_B_32_S,10000,5.234110348661436
PJPA043_Shell_152mm_AP_C_Type_4,10000,5.227017251299415
PJPA035_Shell_356mm_AP_AP_Type_5,25000,5.217985976366735
PJPA030_Shell_305mm_AP_APC_41_year_Type,20000,5.217941571274332
PBPA031_343MM_MV_IIA_AP,20000,5.202735471917919
PBPA117_343MM_MV_AP_BC,20000,5.202735471917919
PAPA133_406MM_AP_ALABAMA_VL,10000,5.201619956449721
PAPA074_406MM_AP_ALABAMA,10000,5.201619956449721
PXPA051_Shell_406mm_AP_AP_Mk_8,10000,5.201619956449721
PAPA080_406MM_AP_MASS,10000,5.201619956449721
PAPA076_406MM_AP_ALABAMA,10000,5.201619956449721
PAPA011_Shell_406mm_AP_AP_Mk_8,10000,5.201619956449721
PAPA141_406MM_AP_KEARSARGE,10000,5.201619956449721
PGPA083_210MM_AP_PSGR_L4_1,0,-5.196231855782196
PJPA118_510MM_AP_SATSUMA,15000,5.181263217131882
PJPA100_510MM_AP_SHIKISHIMA,15000,5.181263217131882
PRPA076_406MM_AP_MOD1914,25000,5.149448143987456
PBPA064_102MM_AP_QF_MKIV,5000,5.144884645070036
PZPA012_102MM_AP_QF_MKIV,5000,5.144884645070036
PIPA030_203MM_55_1924_AP,25000,5.139663240423742
PAPA128_Shell_406mm_AP_AP_Mk_8_Mod1,20000,5.136711632082092
PRPA111_152MM_AP_MK2,15000,5.129469449566959
PHPA004_240MM_55_AP,25000,5.126906673624854
PRPA104_356MM_AP_1938_POLTAVA,25000,5.122657718581869
PGPA125_150MM_AP_WH_BLACKTEMPLAR,15000,5.1211432534922
PGPA089_150MM_AP_MAINZ,15000,5.1211432534922
PFPA013_152MM_55_1930_AP_1931,10000,5.113583988182313
PUPA014_381MM_AP_YUKON,30000,5.102939959158181
PBPA054_381MM_AP_MKII,30000,5.102939959158181
PJPA060_SHELL_305MM_AP_850LBS,10000,5.082550879221759
PXPA089_REPUBLIQ_H2019_AP,30000,5.081575437852104
PFPA090_431MM_50_1939_AP_T11,30000,5.081575437852104
PXPA041_431MM_50_1939_AP,30000,5.081575437852104
PFPA038_431MM_50_1939_AP,30000,5.081575437852104
PVPA030_152MM_AP_100LBS,10000,5.08069103825779
PSPA010_152MM_AP_100LBS,10000,5.08069103825779
PFPA087_305MM_45_1910_AP_TOULON,25000,5.041330120385679
PBPA072_381MM_AP_VANGUARD,30000,5.032316151760763
PVPA014_381MM_AP_ATLANTICO,30000,5.032316151760763
PXPA006_305MM_AP_RASPUTIN,10000,5.030281054849506
PRPA070_305_AP_REV,10000,5.030281054849506
PRPA015_305_AP_1911,10000,5.030281054849506
PRPA098_406MM_AP_MOD1914BIS,30000,5.025179090520804
PRPA019_130MM_AP_NEPREM,10000,5.015039644884434
PRPA003_130mm_AP_PB_46,10000,5.015039644884434
PZPA002_130_AP_ANSHAN,10000,5.015039644884434
PRPA146_130MM_AP_PB46_TASH39,10000,5.015039644884434
PZPA026_130MM_AP_SILIWANGI,10000,5.015039644884434
PRPA050_AP_LGD,10000,5.015039644884434
PBPA991_234MM_AP_CYCLOPS,15000,4.998271861289072
PBPA084_234MM_AP_6CRH,15000,4.998271861289072
PBPA134_234MM_AP_MONMOUTH,15000,4.998271861289072
PBPA092_234MM_AP_CHESHIRE,15000,4.998271861289072
PBPA108_234MM_AP_GIBRALTAR,15000,4.998271861289072
PRPA149_254MM_55_AP_T11,30000,4.976976119451582
PBPA043_356MM_MVII_MVIIB_AP,20000,4.971494653577668
PBPA110_356MM_AP_MARLB,20000,4.971494653577668
PBPA059_356MM_AP_DUKE,20000,4.971494653577668
PFPA011_155MM_50_1920_AP,10000,4.965316343966908
PBPA106_508MM_AP_INCOMPARABLE,30000,4.9358314732092845
PJPA110_356MM_AP_ISE,25000,4.915742716601024
PJPA112_356MM_AP_HYUGA,25000,4.915742716601024
PJPA616_356MM_AP_ISE,25000,4.915742716601024
PJPA115_AP_HIEI,25000,4.915742716601024
PJPA626_356MM_AP_ISE,25000,4.915742716601024
PJPA001_Shell_356mm_AP_APC_Type_91,25000,4.915742716601024
PZPA056_457MM_AP,0,-4.914351491529945
PXPA081_HENRI_H2019_AP,25000,4.912087129037368
PJPA023_Shell_120mm_AP_C_Type_0,0,-4.90721273508864
PXPA014_120MM_AP_HELLSINK,0,-4.90721273508864
PRPA124_180_AP_B_33_F,10000,4.89656268023857
PAPA035_Shell_356mm_AP_AP_Mk_16,25000,4.894375759840419
PAPA062_SHELL_356MM_AP_MK_16_ARIZONA,25000,4.894375759840419
PAPA066_SHELL_356MM_AP_MK_16_TEXAS,25000,4.894375759840419
PRPA082_305MM_AP_STALINGRAD,30000,4.891821521853745
PRPA188_305MM_AP_STALINGRAD_2,30000,4.891821521853745
PAPA088_305MM_AP_ALASKA_MK18M1,10000,4.877138170586304
PAPA137_305MM_AP_CONGRESS,10000,4.877138170586304
PAPA117_305MM_AP_P_RICO_MK18M1,10000,4.877138170586304
PZPA050_152MM_AP_6CRH_MK4,10000,4.876330681658225
PBPA093_152MM_AP_BELFAST2,10000,4.876330681658225
PBPA096_152MM_AP_PLYMOUTH,10000,4.876330681658225
PUPA002_152MM_AP_PERTH,10000,4.876330681658225
PBPA016_152MM_AP_6CRH_MK4,10000,4.876330681658225
PBPA021_152MM_AP_BEL,10000,4.876330681658225
PBPA013_152MM_AP_4CRH_SC,0,-4.872557053811466
PJPA069_410MM_AP_MUTSU,25000,4.865456315778927
PXPA084_HINDEN_H2019_AP,20000,4.863138644586451
PFPA042_340MM_45_1930_AP,25000,4.855361250010981
PAPA001_Shell_203mm_AP_AP_Mk_19,15000,4.85009500380893
PAPA064_SHELL_203MM_AP_INDIANAPOLIS,15000,4.85009500380893
PAPA093_203MM_AP_WICHITA,15000,4.85009500380893
PAPA121_203MM_AP_ANCHORAGE,15000,4.85009500380893
PIPA005_320MM_AP_Model1936,15000,4.84552432363905
PIPA018_320MM_AP_GCESARE,15000,4.84552432363905
PRPA137_320MM_AP_NOVOROS,15000,4.84552432363905
PXPA027_420MM_AP_APC_L_4_6,30000,4.8405063768069745
PGPA129_420MM_AP_KURFURST,30000,4.8405063768069745
PGPA052_420MM_AP_APC_L_4_6,30000,4.8405063768069745
PAPA006_Shell_356mm_AP_AP_Mk_16,30000,4.825992199491225
PAPA119_356MM_AP_MK16_CALIFORNIA,30000,4.825992199491225
PGPA106_128MM_AP_ZF6,0,-4.823376485033293
PXPA312_152MM_DUCK_AP_Big,20000,-4.808100076241528
PBPA106_508MM_AP_INCOMPARABLE,25000,4.798153865228594
PJPA035_Shell_356mm_AP_AP_Type_5,20000,4.792059003688776
PAPA156_406MM_AP_WVIRGINIA_44,15000,4.7874777575660055
PIPA049_305MM_46_1909_AP,25000,4.778311152903547
PBPA054_381MM_AP_MKII,25000,4.777489855696926
PUPA014_381MM_AP_YUKON,25000,4.777489855696926
PAPA150_152MM_AP_VALLEJO,10000,4.769496037032073
PVPA014_381MM_AP_ATLANTICO,25000,4.7650299501988735
PBPA072_381MM_AP_VANGUARD,25000,4.7650299501988735
PSPA024_203MM_AP_NUMANCIA,15000,4.7629343675537505
PBPA137_203MM_AP_NOTTINGHAM,15000,4.7629343675537505
PBPA086_203MM_AP_256LBS,15000,4.7629343675537505
PRPA041_120_AP_P_1905,0,-4.755476722662822
PZPA032_100MM_AP_FEN_YANG,5000,4.746206749105641
PZPA038_100MM_AP_WH_ORK,5000,4.746206749105641
PGPA045_305MM_AP_PZ_GR_L4_9,30000,4.738727508507545
PRPA098_406MM_AP_MOD1914BIS,25000,4.718878960104456
PRPA040_130_AP_P_1911,5000,4.713702562006161
PXPA041_431MM_50_1939_AP,25000,4.693059298688929
PFPA090_431MM_50_1939_AP_T11,25000,4.693059298688929
PFPA038_431MM_50_1939_AP,25000,4.693059298688929
PXPA089_REPUBLIQ_H2019_AP,25000,4.693059298688929
PBPA101_127MM_AP_DRUID,20000,4.679512975168798
PWPA046_150MM_AP_JAGER,10000,4.666706888168237
PIPA024_120MM_50_1909_AP,10000,4.658829367596584
PJPA999_Useless_AP_Special,15000,4.649564904876358
PJPA086_152MM_AP_YAHAGI,10000,4.631905528135571
PJPA135_152MM_AP_CL,10000,4.631905528135571
PAPA135_406MM_AP_CONSTELLATION,25000,4.626354634242369
PAPA097_406MM_AP_WVIRGINIA,25000,4.626354634242369
PAPA059_Shell_406mm_AP_AP_Mk_5,25000,4.626354634242369
PAPA006_Shell_356mm_AP_AP_Mk_16,25000,4.626282026287409
PAPA119_356MM_AP_MK16_CALIFORNIA,25000,4.626282026287409
PXPA038_Shell_203mm_AP_AP_Type_92,10000,4.6053161401133025
PJPA090_AP_TST_ZAO,10000,4.6053161401133025
PJPA038_Shell_203mm_AP_AP_Type_92,10000,4.6053161401133025
PZPA014_127_AP_MK_7,10000,4.59860965346377
PAPA043_Shell_127_AP_C_Mk_15,10000,4.59860965346377
